English,Polish
images,obrazy
prick,ukłucie
global,światowy
string,strunowy
bitter,gorzki
sharing,dzielenie się
corn,kukurydza
craig,craig
fits,pasuje
tent,namiot
forms,formy
votes,głosy
harold,harold
propose,zaproponować
monica,monica
constantly,stale
granny,babunia
nicely,ładnie
nerves,nerwowość
arguing,kłótnia
abuse,nadużywać
relatives,krewni
survival,przetrwanie
gloves,rękawice
tracking,śledzenie
zoe,zoe
u,u
bend,schylać się
review,recenzja
connect,łączyć
separated,rozdzielony
elder,starszy
beard,broda
admiral,admirał
diana,diana
salary,pensja
areas,obszary
disturb,przeszkadzać
pro,zawodowiec
maintain,utrzymywać
solved,rozwiązany
wealth,bogactwo
bitches,suki
possession,posiadanie
sang,śpiewał
gimme,dawaj
plates,talerze
shoulders,ramiona
burnt,spalony
recorded,nagrany
upper,górny
counts,liczy
tale,opowieść
profit,zysk
colleague,kolega z pracy
warehouse,magazyn
hostage,zakładnik
shore,wybrzeże
porn,porno
miami,miami
fifteen,piętnaście
visitors,goście
bo,bo
net,internet
insult,zniewaga
owen,piekarnik
cities,miasta
causing,spowodowanie
lemon,cytrynowy
heal,leczyć
banging,walka
honeymoon,miesiąc miodowy
appeal,odwołanie
marshall,marshall
critical,krytyczny
creating,tworzenie
scotland,szkocja
crane,dźwig
enormous,ogromny
testimony,świadectwo
praise,pochwała
fights,walki
indians,hindusi
commission,zamawiać
growls,warczy
nicole,nicole
sins,grzechy
fraud,oszustwo
branch,oddział
happily,szczęśliwie
bout,atak
covering,pokrycie
occurred,wystąpił
beans,fasolki
raw,surowe
muscle,mięsień
pages,strony
tense,napięty
relationships,relacje
management,kierownictwo
assignment,zadanie
blonde,blond
catching,uchwyt
exposed,narażony
canada,kanada
dont,dont
han,han
von,von
comedy,komedia
marco,marco
stroke,uderzenie
whistling,gwizdanie
buildings,budynki
shaking,drżący
p.m.,po południu
facility,obiekt
appropriate,właściwy
remarkable,niezwykły
transferred,przeniesiony
drawn,pociągnięty
tits,cycki
clicking,kliknięcie
symbol,symbol
motor,silnik
employees,pracownicy
ambassador,ambasador
mothers,matki
pile,stos
feeding,karmienie
soda,soda
checks,czeki
bears,niedźwiedzie
cookies,ciasteczka
slut,chlapa
awfully,strasznie
stepped,stopiono
toys,zabawki
levels,poziomy
differently,różnie
magnificent,wspaniały
steak,stek
tube,rura
leaders,przywódcy
superior,znakomity
herr,herr
pan,patelnia
expression,wyrażenie
currently,w tej chwili
throne,tron
deadly,śmiertelnie
bee,pszczoła
tooth,ząb
depressed,w depresji
potatoes,ziemniaki
wicked,niegodziwy
resources,surowce
native,rodzinny
centuries,wieki
karl,karl
poetry,poezja
multiple,wiele
cable,kabel
shortly,wkrótce
buzz,brzęczeć
socks,skarpety
fingerprints,odciski palców
goddess,bogini
chin,podbródek
anxious,niespokojny
september,wrzesień
colors,zabarwienie
basketball,koszykówka
promises,obietnice
explained,wyjaśniono
appearance,wygląd zewnętrzny
musical,musical
sends,wysyła
slide,slajd
aii,aii
shawn,shawn
ultimate,ostateczny
pork,mięso wieprzowe
communication,komunikacja
payment,zapłata
structure,struktura
paperwork,papierkowa robota
obsessed,obsesja
lazy,leniwy
russians,rosjanie
actors,aktorzy
squeeze,ściskać
magical,magiczny
colleagues,koledzy
admire,podziwiać
madness,szaleństwo
roads,drogi
entry,wejście
injury,uraz
burden,ciężar
racing,wyścigi
manner,sposób
freezing,zamrażanie
bits,bity
norman,norman
mount,uchwyt
battery,bateria
dessert,deser
pound,funt
visited,odwiedzone
motel,motel
rumbling,dudnienie
cinema,kino
fond,czuły
halfway,w połowie drogi
rifle,karabin
reception,przyjęcie
statue,statua
fridge,lodówka
brick,cegła
abandon,opuścić
lap,okrążenie
natalie,natalie
wars,wojny
recommend,polecić
brush,szczotka
nelson,nelson
pill,pigułka
concept,pojęcie
w,w
delay,opóźnienie
quarters,mieszkanie
korea,korea
janet,janet
rub,pocierać
mall,centrum handlowe
soil,gleba
complaint,skarga
sail,żagiel
baker,piekarz
coughs,kaszel
bucket,wiaderko
description,opis
badge,odznaka
measure,mierzyć
hip,biodro
function,funkcjonować
indistinctly,niewyraźnie
harris,harris
foundation,fundacja
labor,praca
willie,willie
waiter,kelner
homeless,bezdomny
proved,udowodnione
unfortunate,niefortunny
log,dziennik
meetings,spotkania
giggles,chichot
combat,walka
poem,wiersz
polish,polskie
handed,wręczone
mia,mia
weed,chwast
raymond,raymond
tons,mnóstwo
satellite,satelita
jersey,golf
eagle,orzeł
privacy,prywatność
chapter,rozdział
treating,leczenie
wisdom,mądrość
flip,trzepnięcie
entering,wstępowanie
barn,stodoła
farmer,rolnik
clan,klan
budget,budżet
pub,pub
temporary,tymczasowy
effective,skuteczny
sonny,synek
wendy,wendy
juan,juan
lamb,owieczka
plot,intrygować
riley,riley
proposal,wniosek
sticks,patyki
searched,przeszukane
blessing,błogosławieństwo
rage,wściekłość
bothered,przeszkadzało
sydney,sydnej
basis,podstawa
manners,maniery
recover,wyzdrowieć
twist,skręcać
neil,neil
leak,przeciek
item,przedmiot
catholic,katolicki
sighing,wzdychanie
retired,na emeryturze
kings,królowie
inner,wewnętrzny
cents,centy
affect,wpłynąć
forbidden,zabroniony
patch,łata
drops,krople
necessarily,koniecznie
provided,pod warunkiem, że
meters,metry
booked,zarezerwowane
returns,zwroty
gloria,gloria
fires,pożary
humor,humor
torn,rozdarty
e-mail,e-mail
rocky,skalisty
introduced,wprowadzone
creative,twórczy
betray,zdradzać
soviet,radziecki
various,różnorodny
added,dodany
discovery,odkrycie
cowboy,kowboj
suspected,podejrzewane
suggested,zasugerował
delighted,zachwycony
sticking,klejący
dive,nurkować
shane,shane
radar,radar
prosecutor,prokurator
amber,bursztyn
vast,rozległy
quinn,quinn
owned,własność
cookie,ciastko
finest,najlepsza
felix,felix
pump,pompa
valentine,cicha sympatia
counter,licznik
sorts,sorts
coin,moneta
warren,królikarnia
slaves,niewolnicy
marine,morski
illness,choroba
sack,worek
bid,oferta
require,wymagać
moscow,moskwa
largest,największy
washing,mycie
achieve,osiągnąć
causes,powoduje
k,k
mo,mo
dope,narkotyk
nest,gniazdo
palm,palma
logan,logan
constant,stały
b.,b.
boo,gwizd
medication,lek
gravity,powaga
booze,gorzałka
noah,noah
evan,evan
abroad,za granicą
christine,christine
rising,rosnący
analysis,analiza
cuts,cięcia
eats,jedzenie
employee,pracownik
vodka,wódka
damaged,uszkodzony
solar,słoneczny
height,wzrost
pops,wyskakuje
yards,jardy
terrified,przerażony
suitcase,walizka
chemical,chemiczny
preparing,przygotowanie
advanced,zaawansowane
fund,fundusz
wears,nosi
chirping,ćwierkanie
web,sieć
phase,faza
prom,bal studencki
suggesting,sugestia
fleet,flota
lame,kiepski
irish,irlandczyk
editor,redaktor
october,październik
assumed,przypuszczalny
whip,bicz
mel,mel
region,region
amongst,wśród
temper,hartować
discussion,dyskusja
engines,silniki
operate,obsługiwać
sunshine,światło słoneczne
acted,działał
undercover,tajny
horror,przerażenie
tested,przetestowany
smash,rozbić
contrary,przeciwnie
roses,róże
poker,poker
wrapped,owinięty
korean,koreański
graham,graham
mi,mi
fu,fu
ivan,ivan
focused,skupione
liam,liam
tragic,tragiczny
carla,carla
demons,demony
rounds,rundy
entertainment,zabawa
gathered,zebrane
uhh,uhh
yells,krzyczy
lincoln,lincoln
crossing,przejście
blanket,koc
nut,orzech
travis,travis
pockets,kieszenie
limited,ograniczony
paintings,obrazy
sober,trzeźwy
caesar,cezar
sis,siostra
intended,przeznaczony
niece,siostrzenica
computers,komputery
tennis,tenis ziemny
needle,igła
chicks,pisklęta
traditional,tradycyjny
delicate,delikatny
independent,niezależny
leslie,leslie
lauren,lauren
grandson,wnuk
repair,naprawa
a.,a.
brandon,brandon
executive,wykonawczy
colin,colin
recognized,rozpoznane
holmes,holmes
regarding,jeżeli chodzi o
weakness,słabość
aliens,kosmici
gunshots,strzały z broni palnej
european,europejski
method,metoda
tool,narzędzie
demands,wymagania
permit,pozwolić
towel,ręcznik
daisy,stokrotka
nowadays,dzisiaj
spider,pająk
northern,północny
rangers,strażnicy
zoo,ogród zoologiczny
praying,modląc się
antonio,antonio
passengers,pasażerowie
con,kon
australia,australia
technique,technika
cellphone,komórka
gently,łagodnie
operations,operacje
planes,samoloty
bunny,królik
gunfire,obstrzał
shining,świecący
backwards,wstecz
skill,umiejętność
uh-,uh-
baron,baron
kidnapping,porwanie
iike,ja
marshal,marszałek
petty,drobiazgowy
sealed,zapieczętowany
massage,masaż
raising,wychowywanie
menu,menu
diary,dziennik
fucker,skurwień
wagon,wóz
audition,przesłuchanie
mitch,mitch
mexican,meksykańskie
casino,kasyno
bacon,boczek
diego,diego
dutch,holenderski
promotion,awans
click,kliknij
forgiveness,przebaczenie
burst,pękać
permanent,stały
interfere,ingerować
chanting,śpiew
dammit,cholera
spencer,spencer
recovered,odzyskany
registered,zarejestrowany
sunny,słoneczny
packing,uszczelka
scenes,sceny
superman,nadczłowiek
questioning,pytający
unfair,niesprawiedliwy
admitted,przyznał
ancestors,przodkowie
polite,grzeczny
completed,zakończony
swallow,łyk
conduct,przeprowadzić
prayers,modły
sheet,arkusz
fried,smażony
avenue,aleja
poisoned,zatruty
reverse,odwrócić
newspapers,gazety
ford,bród
complaining,narzekanie
senses,rozsądek
investment,inwestycja
absurd,absurdalny
potato,ziemniak
understands,rozumie
grows,rośnie
inspired,natchniony
ruby,rubin
celebrating,świętowanie
tag,etykietka
ram,baran
requires,wymaga
bonnie,bonnie
bugs,błędy
leonard,leonard
elliot,elliot
hooked,haczykowaty
jill,jill
ranch,ranczo
safer,bezpieczniejsze
worn,noszony
crashing,awaria
lands,ziemie
heather,wrzos
ash,popiół
leather,skórzany
grounds,fusy
assuming,zarozumiały
nails,paznokcie
dana,dana
conspiracy,spisek
thanksgiving,święto dziękczynienia
pierre,pierre
guardian,opiekun
rumors,plotki
yen,jen
megan,megan
ashes,proch
terror,terror
misunderstanding,nieporozumienie
tire,opona
boats,łodzie
parade,parada
halt,postój
immunity,odporność
adults,dorośli ludzie
steam,parowy
kang,kang
closely,dokładnie
pearl,perła
soccer,piłka nożna
adrian,adrian
priority,priorytet
shouts,krzyki
donald,donald
happier,szczęśliwszy
khan,chan
struggling,zmagający się
root,źródło
larger,większy
november,listopad
boot,uruchomić
conflict,konflikt
laughed,zaśmiał się
debbie,debbie
cherry,wiśnia
honking,honing
concerns,obawy
celebration,uroczystość
sore,obolały
unconscious,nieświadomy
cattle,bydło
breasts,piersi
fairly,raczej
fee,opłata
recognise,rozpoznać
wade,przebrnąć
radiation,promieniowanie
holidays,wakacje
raining,deszcz
forgetting,zapominanie
lungs,płuca
register,zarejestruj się
shadows,cienie
specifically,konkretnie
sarge,sarge
ideal,ideał
turtle,żółw
spoil,zepsuć
deserved,zasłużony
ronnie,ronnie
gina,gina
candidate,kandydat
lance,lanca
types,typy
bloke,facet
explode,eksplodować
immediate,natychmiastowy
belonged,należał
identified,zidentyfikowane
di,di
hunger,głód
closest,najbliższy
combination,połączenie
nanny,niania
seth,seth
gabriel,gabriel
develop,rozwijać
detectives,detektywi
severe,ciężki : silny
en,en
organized,zorganizowany
franklin,franklin
gut,jelito
splendid,znakomity
dismissed,zwolniony
pm,po południu
yang,yang
halloween,halloween
ellie,ellie
vulnerable,wrażliwy
continued,nieprzerwany
vital,niezbędny
comrades,towarzysze
bureau,biuro
drawer,szuflada
harper,harfiarka
retreat,wycofać się
carson,carson
benny,benny
pillow,poduszka
troy,troy
ace,as
cart,wózek
nap,drzemka
chan,chan
ham,szynka
announce,ogłosić
borrowed,pożyczone
parked,zaparkowany
galaxy,galaktyka
voted,głosował
muffled,stłumiony
sebastian,sebastian
mmm-hmm,mmm-hmm
jewelry,biżuteria
kisses,pocałunki
luggage,bagaż
groom,pan młody
oops,ups
lighter,zapalniczka
masters,mistrzowie
alliance,sojusz
buddies,kumple
clothing,odzież
denied,zaprzeczony
drown,utopić
alike,zarówno
excellency,ekscelencja
relative,względny
photographs,fotografie
burger,burger
dough,ciasto
alicia,alicia
wreck,wrak
approve,zatwierdzić
produced,wytworzony
christina,christina
physically,fizycznie
stations,stacje
eli,eli
samantha,samantha
spiritual,duchowy
sire,rozpłodnik
roaring,ryk
stab,zasztyletować
inch,cal
servants,służący
limits,limity
unexpected,nieoczekiwany
arrival,przyjazd
whimpering,skomlanie
basket,kosz
sheets,pościel
scandal,skandal
stink,smród
homer,homer
tara,tara
christopher,krzysztof
toes,palce u nóg
t-,t-
shield,tarcza
shooter,strzelec
instant,natychmiastowy
objects,obiekty
rehearsal,powtórka
disturbing,niepokojący
directed,skierowany
scan,skanowanie
electronic,elektroniczny
republic,republika
overnight,nocny
counsel,rada
sirens,syren
dorothy,dorota
bait,przynęta
dignity,godność
explains,wyjaśnia
lean,pochylać się
heroin,heroina
tracy,tracy
rex,rex
barney,barney
gossip,plotki
humble,pokorny
economy,gospodarka
worlds,światy
impress,imponować
clara,clara
tissue,papierowa chusteczka
threaten,zagrozić
et,et
bump,uderzenie
supreme,najwyższy
bingo,bingo
mitchell,mitchell
excitement,podniecenie
mankind,ludzkość
document,dokument
broad,szeroki
vietnam,wietnam
vessel,naczynie
lit,oświetlony
dale,dołek
killers,zabójcy
connor,connor
mario,mario
foul,faul
stare,gapić się
deaths,zgony
hut,chata
elements,elementy
coma,śpiączka
laying,nośny
coffin,trumna
paula,paula
cocaine,kokaina
puppy,szczeniak
louder,głośniejszy
handled,obsługiwane
announcement,ogłoszenie
oath,przysięga
mob,tłum
cotton,bawełna
deposit,kaucja
taxes,podatki
injuries,obrażenia
jen,jen
autopsy,autopsja
advise,radzić
gig,koncert
lecture,wykład
posted,opublikowany
skinny,chudy
lo,lo
include,włączać
revealed,ujawnił
infected,zainfekowany
relieved,odciążony
assistance,wsparcie
solo,solo
determine,określać
terrorists,terroryści
elsewhere,gdzie indziej
lamp,lampa
practical,praktyczny
marked,wyraźny
adorable,uroczy
rubber,guma
purple,fioletowy
operating,operacyjny
suite,zestaw
apologies,przeprosiny
personnel,personel
beam,belka
poet,poeta
samples,próbki
arrow,strzałka
counselor,doradca
carpet,dywan
allen,allen
audrey,audrey
spotted,cętkowany
floating,ruchomy
corrected,poprawione
located,usytuowany
journalist,dziennikarz
insisted,nalegał
operator,operator
rely,polegać
singh,singh
fooled,oszukany
arrives,przybywa
i.d.,id.
leon,leon
walt,walt
eastern,wschodni
ay,tak
shave,golić
remaining,pozostały
toss,podrzucenie
anderson,anderson
35612,warga. 97
acid,kwas
nora,nora
si,si
december,grudzień
anonymous,anonimowy
inn,zajazd
planted,posadzony
oldest,najstarszy
breast,pierś
sixth,szósty
error,błąd
reporting,raportowanie
egypt,egipt
islands,wyspy
brother-in-law,szwagier
jules,jules
roommate,współlokator
sings,śpiewa
scum,szumowiny
visitor,gość
giggling,chichotanie
described,opisane
geez,rany
inches,cale
commitment,zaangażowanie
hercules,hercules
react,reagować
cows,krowy
protest,protest
misery,nieszczęście
theft,kradzież
embrace,uścisk
darn,cerować
harsh,szorstki
andrea,andrea
communicate,komunikować się
fathers,ojcowie
faithful,wierny
hector,zabijaka
uh-uh,uh-uh
flame,płomień
medal,medal
silk,jedwab
photographer,fotograf
trevor,trevor
cemetery,cmentarz
rear,tył
freddy,freddy
banana,banan
allison,allison
emotion,emocja
chap,facet
dated,przestarzały
excuses,wymawianie się
shitty,shitty
bin,kosz
jew,żyd
gum,guma
crushed,zgnieciony
efforts,starania
content,zawartość
corporal,kapral
realised,realizowany
del,del
rap,kuks
hopeless,beznadziejny
debate,debata
era,era
luckily,na szczęście
ton,tona
liquid,płyn
swell,puchnąć
peggy,peggy
feast,uczta
murphy,murphy
attracted,przyciągnięty
application,aplikacja
profession,zawód
bench,ławka
vanessa,vanessa
ahem,ahem
symptoms,objawy
scout,zwiadowca
crashed,rozbił się
keen,chętny
aircraft,samolot
formed,uformowane
hon,hon
aggressive,agresywny
pale,blady
significant,istotne
duncan,duncan
clubs,kluby
visual,wizualny
embassy,ambasada
defence,obrona
cabinet,gabinet
display,wyświetlacz
fame,sława
gibbs,gibbs
drowned,utonął
wolves,wilki
filming,filmowanie
dunno,dunno
cursed,przeklęty
twin,bliźniak
sorrow,smutek
vault,sklepienie
defeated,pokonany
watson,watson
quote,cytat
penalty,rzut karny
bargain,okazja
pepper,pieprz
speaker,głośnik
compare,porównywać
satan,szatan
helmet,kask
scar,blizna
copies,kopie
fuss,zamieszanie
envelope,koperta
perry,wino z gruszek
stinks,śmierdzi
african,afrykanin
arrangements,przygotowania
wished,życzyłem
honored,zaszczycony
believing,wierząc
discussed,omówione
assigned,przydzielony
rosa,rosa
oven,piekarnik
jenna,jenna
attacking,napadający
tin,cyna
sonic,dźwiękowy
collar,kołnierz
mere,sam
romeo,romeo
belief,wiara
storage,magazynowanie
rusty,zardzewiały
psycho,psycho
climbing,wspinaczka
melissa,melisa
fears,obawy
sum,suma
dedicated,dedykowane
ladder,drabina
alternative,alternatywny
raid,nalot
dining,jadalnia
ms,sm
corporate,zbiorowy
folk,ludowy
jon,jon
replaced,zastąpiony
bailey,bailey
un,un
heels,obcasy
duties,obowiązki
smarter,mądrzejszy
existed,istniał
surprising,zaskakujący
chess,szachy
requested,wymagany
cruise,rejs
primary,podstawowy
rhythm,rytm
drum,bęben
models,modele
motorcycle,motocykl
adopted,przyjęty
barrel,beczka
cargo,ładunek
planets,planety
shove,pchnięcie
wha,co
surprises,niespodzianki
rosie,rosie
dings,dings
trailer,przyczepa
cannon,armata
tables,tabele
arse,tyłek
ally,sprzymierzyć
lawrence,lawrence
wee,maleńki
tapes,taśmy
dull,nieciekawy
sandra,sandra
teenage,nastolatek
kent,kent
cooperate,współpracować
risks,ryzyko
dug,dójka
worthless,bezwartościowy
arriving,przyjazd
kindness,życzliwość
ties,więzi
items,przedmiotów
and-,oraz-
grip,chwyt
relations,relacje
rumor,plotka
skirt,spódnica
frog,żaba
paige,paige
lloyd,lloyd
claimed,przejęte
perfume,perfumy
instrumental,instrumentalny
flames,płomienie
association,stowarzyszenie
loses,przegrywać
january,styczeń
spike,kolec
israel,izrael
eleven,jedenaście
gallery,galeria
ginger,imbir
activities,zajęcia
iraq,irak
boarding,abordaż
fist,pięść
stuffed,nadziewany
improve,poprawić
creation,kreacja
connie,connie
infection,infekcja
strikes,uderzenia
wiped,wytarte
tension,napięcie
whistles,gwizdy
kindly,uprzejmie
certificate,certyfikat
curtis,curtis
bold,pogrubienie
threats,zagrożenia
claudia,claudia
sid,sid
twisted,skręcone
suspended,zawieszony
affected,dotknięty
envy,zazdrość
whale,wieloryb
dial,wybierz
cameron,cameron
martial,wojenny
controlled,kontrolowane
lung,płuco
nigga,czarnuch
coal,węgiel
upside,plus
imperial,cesarski
pam,pam
paranoid,paranoidalny
signing,podpisanie
congress,kongres
villa,willa
candles,świece
filling,nadzienie
becky,becky
comic,komiczny
faint,mdleć
recovery,powrót do zdrowia
volunteer,wolontariusz
tech,tech
bleed,krwawić
positions,pozycje
cindy,cindy
narrow,wąska
forbid,zakazać
stuart,stuart
perspective,perspektywiczny
faced,twarz
neat,schludny
pierce,przebić
observe,przestrzegać
cycle,cykl
psychic,psychiczny
handling,obsługiwanie
goose,gęś
accidentally,przypadkowo
conclusion,wniosek
designer,projektant
sits,siedzi
importance,znaczenie
spots,kropki
francs,franki
sweep,zamiatać
destroying,niszczenie
communist,komunistyczny
blackmail,szantaż
pacific,pacyfik
risky,ryzykowny
glorious,wspaniały
filed,wniesiony
hatred,nienawiść
cam,krzywka
deals,oferty
pos,poz
fooling,wygłupienie
persons,osoby
scotch,szkocka
executed,wykonany
brakes,hamulce
blank,pusty
tender,miękki
kurt,kurt
turner,tokarz
tub,wanna
sucker,przyssawka
slight,niewielki
addition,dodatek
campus,kampus
ritual,rytuał
prey,ofiara